Venta_ID;Tipo de Producto;Categoria;Precio;Cantidad;Edad del Cliente;Género;Descuento;Método de Pago;Región;Fecha de Venta
2416;Smartwatch;Electronics;145777;10;35;Female;8;PayPal;Africa;17/9/24
2417;Smartwatch;Electronics;90578;1;56;Female;13;Bank Transfer;North America;22/1/24
2418;Headphones;Accessories;112696;3;30;Female;1;PayPal;Asia;5/2/23
2419;Laptop;Electronics;2143;3;60;Male;24;Credit Card;North America;22/12/23
2420;Laptop;Electronics;11768;2;62;Male;8;Bank Transfer;Africa;28/10/23
2421;Tablet;Electronics;96956;1;23;Female;27;Credit Card;North America;3/1/24
2422;Laptop;Electronics;94153;3;38;Female;3;Debit Card;Africa;10/9/23
2423;Laptop;Electronics;76206;10;50;Female;23;PayPal;South America;25/6/24
2424;Smartphone;Electronics;85149;5;22;Female;0;Debit Card;South America;29/3/23
2425;Tablet;Electronics;3928;7;62;Female;8;Debit Card;Asia;4/7/23
2426;Laptop;Electronics;124147;10;30;Female;18;PayPal;North America;13/8/23
2427;Smartwatch;Electronics;80669;10;33;Male;19;Bank Transfer;South America;12/5/24
2428;Smartwatch;Electronics;13027;1;53;Male;8;Bank Transfer;North America;19/5/23
2429;Smartphone;Electronics;26601;10;41;Male;6;Bank Transfer;South America;25/5/24
2430;Smartwatch;Electronics;27158;10;19;Female;4;Credit Card;North America;7/5/23
2431;Tablet;Electronics;133453;2;29;Female;27;Bank Transfer;Asia;12/3/23
2432;Smartwatch;Electronics;12161;10;37;Female;22;Debit Card;Africa;5/5/23
2433;Laptop;Electronics;92404;8;26;Female;22;Bank Transfer;Asia;14/9/24
2434;Tablet;Electronics;141993;2;48;Female;21;Credit Card;Asia;23/1/24
2435;Smartphone;Electronics;99956;8;53;Male;3;PayPal;North America;20/5/23
2436;Laptop;Electronics;1600;2;57;Female;16;Bank Transfer;Asia;6/8/24
2437;Smartwatch;Electronics;5274;8;35;Female;24;PayPal;North America;19/12/24
2438;Tablet;Electronics;1249;7;50;Female;18;Debit Card;Asia;16/2/24
2439;Headphones;Accessories;51477;2;25;Male;27;Credit Card;South America;14/8/24
2440;Tablet;Electronics;86244;1;32;Female;16;Bank Transfer;Asia;29/9/23
2441;Tablet;Electronics;34481;10;58;Male;9;PayPal;Asia;5/1/23
2442;Laptop;Electronics;49654;4;49;Male;16;Credit Card;North America;17/12/24
2443;Headphones;Accessories;137809;6;29;Female;29;Credit Card;North America;20/1/24
2444;Smartphone;Electronics;143878;10;23;Female;18;Credit Card;Europe;29/6/24
2445;Smartwatch;Electronics;48686;8;57;Female;6;PayPal;Asia;17/8/24
2446;Smartwatch;Electronics;93837;2;32;Female;3;Bank Transfer;Europe;11/12/23
2447;Smartphone;Electronics;65946;9;37;Female;14;PayPal;North America;12/4/24
2448;Headphones;Accessories;94665;5;22;Male;21;Debit Card;Europe;27/5/24
2449;Smartwatch;Electronics;100924;3;52;Male;24;Bank Transfer;Africa;11/9/23
2450;Smartphone;Electronics;120898;7;25;Female;26;Credit Card;South America;6/7/24
2451;Smartwatch;Electronics;62514;1;19;Male;23;Credit Card;Asia;29/10/23
2452;Tablet;Electronics;113951;5;26;Male;1;PayPal;Asia;23/2/24
2453;Headphones;Accessories;35424;7;43;Male;1;Bank Transfer;Europe;2/3/24
2454;Laptop;Electronics;137539;2;32;Male;29;Debit Card;Europe;27/7/24
2455;Smartphone;Electronics;104694;6;43;Male;23;PayPal;North America;31/3/24
2456;Smartphone;Electronics;43209;9;59;Male;3;Debit Card;Europe;24/11/24
2457;Smartwatch;Electronics;6344;1;41;Female;2;Bank Transfer;North America;15/8/23
2458;Smartwatch;Electronics;113411;10;29;Male;4;Debit Card;Asia;15/9/24
2459;Tablet;Electronics;135407;2;58;Male;29;Debit Card;Africa;25/1/23
2460;Headphones;Accessories;103136;4;58;Male;7;Bank Transfer;Europe;25/1/25
2461;Headphones;Accessories;9475;8;19;Female;13;Debit Card;Asia;19/12/23
2462;Tablet;Electronics;100136;8;62;Male;27;Debit Card;North America;16/1/23
2463;Laptop;Electronics;147487;8;23;Female;29;Debit Card;South America;16/1/25
2464;Smartphone;Electronics;48544;6;33;Male;6;Debit Card;South America;18/12/23
2465;Smartphone;Electronics;90662;3;45;Female;25;Bank Transfer;North America;5/6/24
2466;Smartwatch;Electronics;91999;1;59;Female;1;PayPal;South America;10/10/24
2467;Headphones;Accessories;55383;9;51;Male;13;Credit Card;Africa;28/6/23
2468;Laptop;Electronics;37248;9;40;Female;9;Credit Card;South America;18/2/23
2469;Headphones;Accessories;112832;8;45;Male;2;Credit Card;Africa;4/9/24
2470;Headphones;Accessories;118009;8;23;Female;21;Credit Card;South America;5/8/24
2471;Smartwatch;Electronics;22275;1;46;Female;23;Credit Card;Africa;6/1/23
2472;Laptop;Electronics;31809;1;48;Female;5;Bank Transfer;Europe;28/2/23
2473;Tablet;Electronics;105771;10;34;Female;12;Credit Card;Europe;7/4/24
2474;Headphones;Accessories;46398;10;26;Male;13;Bank Transfer;Asia;3/4/24
2475;Smartwatch;Electronics;26622;8;64;Male;25;Bank Transfer;Africa;27/1/25
2476;Tablet;Electronics;119735;5;39;Female;2;Bank Transfer;North America;13/4/23
2477;Laptop;Electronics;36078;1;45;Male;22;Bank Transfer;Africa;21/10/23
2478;Smartwatch;Electronics;59419;7;38;Male;15;PayPal;Africa;10/9/23
2479;Headphones;Accessories;79699;3;34;Male;12;PayPal;Asia;6/11/23
2480;Smartphone;Electronics;85404;9;60;Female;17;PayPal;Africa;11/4/24
2481;Smartphone;Electronics;114852;7;46;Male;19;Debit Card;Asia;20/8/24
2482;Smartphone;Electronics;52055;10;22;Female;12;Debit Card;South America;2/1/24
2483;Smartphone;Electronics;9688;5;26;Female;29;Credit Card;Asia;24/5/23
2484;Smartphone;Electronics;13098;5;22;Male;28;Debit Card;Europe;21/6/24
2485;Headphones;Accessories;76993;6;23;Female;5;Debit Card;North America;5/2/23
2486;Headphones;Accessories;6109;1;52;Male;19;Bank Transfer;North America;20/12/24
2487;Laptop;Electronics;121726;4;41;Male;18;Debit Card;Europe;18/8/24
2488;Smartwatch;Electronics;21213;1;38;Male;29;Debit Card;Africa;25/1/23
2489;Smartwatch;Electronics;42448;4;23;Female;11;PayPal;Europe;31/12/23
2490;Laptop;Electronics;107187;9;42;Female;23;Bank Transfer;North America;23/3/24
2491;Smartwatch;Electronics;40601;5;55;Male;1;PayPal;Africa;25/6/23
2492;Headphones;Accessories;75348;7;52;Female;2;Bank Transfer;Asia;9/4/24
2493;Headphones;Accessories;22116;4;19;Male;16;Bank Transfer;Asia;23/5/24
2494;Smartwatch;Electronics;51385;8;35;Male;16;Credit Card;Europe;16/3/24
2495;Headphones;Accessories;148457;5;63;Female;19;Bank Transfer;Asia;28/3/24
2496;Smartwatch;Electronics;28901;5;49;Male;19;PayPal;Africa;15/9/23
2497;Smartwatch;Electronics;26237;10;41;Female;17;Bank Transfer;North America;31/7/24
2498;Headphones;Accessories;123983;1;23;Female;23;PayPal;Europe;20/6/23
2499;Smartphone;Electronics;138582;4;45;Male;28;Credit Card;Africa;6/10/24
2500;Smartphone;Electronics;107289;1;59;Female;23;Debit Card;Africa;3/1/23
2501;Tablet;Electronics;108863;6;56;Male;7;Debit Card;Europe;28/12/24
2502;Tablet;Electronics;127148;1;57;Male;22;Debit Card;South America;3/7/24
2503;Tablet;Electronics;128748;7;37;Female;18;PayPal;South America;23/11/23
2504;Laptop;Electronics;56961;7;44;Male;16;Credit Card;Africa;4/1/23
2505;Laptop;Electronics;32773;10;44;Male;3;Bank Transfer;North America;29/10/24
2506;Headphones;Accessories;110183;10;53;Male;2;Credit Card;Africa;28/3/24
2507;Smartphone;Electronics;29641;10;60;Male;23;Credit Card;Africa;24/9/23
2508;Tablet;Electronics;80332;5;58;Male;17;PayPal;Africa;26/4/24
2509;Headphones;Accessories;104526;3;37;Male;6;Credit Card;Asia;13/2/23
2510;Smartwatch;Electronics;8746;3;25;Female;23;Debit Card;South America;29/3/24
2511;Smartwatch;Electronics;53169;3;49;Male;3;PayPal;Europe;1/8/24
2512;Laptop;Electronics;132789;7;27;Female;29;Debit Card;Europe;11/1/25
2513;Smartwatch;Electronics;87918;2;64;Male;6;Credit Card;Africa;16/2/24
2514;Headphones;Accessories;21084;1;31;Male;15;Bank Transfer;Europe;31/5/24
2515;Headphones;Accessories;19346;6;52;Male;15;Credit Card;Europe;7/4/23
2516;Tablet;Electronics;44883;2;59;Male;26;PayPal;North America;26/5/24
2517;Laptop;Electronics;66785;7;54;Female;12;Debit Card;Africa;26/1/25
2518;Tablet;Electronics;144781;7;53;Female;22;PayPal;North America;4/8/24
2519;Laptop;Electronics;28966;7;28;Male;21;Credit Card;North America;9/4/24
2520;Laptop;Electronics;39034;3;60;Female;1;Credit Card;Africa;23/3/24
2521;Tablet;Electronics;7347;2;51;Female;24;PayPal;Africa;8/7/24
2522;Laptop;Electronics;45162;9;58;Female;11;Bank Transfer;Africa;14/1/24
2523;Laptop;Electronics;141258;4;39;Male;15;Credit Card;North America;9/2/24
2524;Laptop;Electronics;117554;2;48;Male;13;Credit Card;North America;2/7/24
2525;Smartwatch;Electronics;42548;10;45;Male;16;Debit Card;Asia;5/2/25
2526;Tablet;Electronics;132996;10;55;Female;4;Credit Card;Africa;30/5/24
2527;Laptop;Electronics;36536;3;55;Male;15;Debit Card;Africa;31/12/24
2528;Smartphone;Electronics;92605;3;36;Female;1;Bank Transfer;Europe;5/5/23
2529;Smartphone;Electronics;36654;3;34;Male;19;Credit Card;Asia;16/8/24
2530;Smartphone;Electronics;127123;8;41;Male;28;PayPal;Europe;15/7/24
2531;Headphones;Accessories;56126;10;51;Female;4;PayPal;Europe;6/1/25
2532;Tablet;Electronics;6461;6;27;Male;23;Credit Card;Africa;15/3/23
2533;Headphones;Accessories;40474;1;18;Male;23;Bank Transfer;South America;13/12/24
2534;Smartphone;Electronics;97346;7;49;Female;8;Credit Card;Europe;11/3/23
2535;Smartwatch;Electronics;121677;4;51;Male;0;PayPal;Africa;12/10/24
2536;Tablet;Electronics;37107;8;30;Female;19;PayPal;South America;17/6/24
2537;Headphones;Accessories;116959;3;60;Male;24;Credit Card;South America;7/2/25
2538;Headphones;Accessories;126668;8;57;Female;25;Debit Card;Africa;17/1/25
2539;Headphones;Accessories;51954;2;51;Female;13;Debit Card;North America;1/6/24
2540;Tablet;Electronics;29005;8;43;Male;16;Credit Card;South America;25/1/23
2541;Smartphone;Electronics;57028;8;23;Male;1;Debit Card;Africa;3/2/24
2542;Smartwatch;Electronics;66976;8;24;Male;12;Debit Card;South America;17/4/23
2543;Smartwatch;Electronics;54517;7;18;Male;2;Credit Card;North America;10/11/23
2544;Laptop;Electronics;26472;4;27;Female;8;Debit Card;North America;26/8/24
2545;Smartphone;Electronics;55914;1;64;Male;13;Bank Transfer;South America;13/4/23
2546;Laptop;Electronics;143153;5;27;Female;21;Bank Transfer;South America;16/11/23
2547;Smartphone;Electronics;128296;6;34;Female;27;Debit Card;Africa;10/4/24
2548;Laptop;Electronics;102455;1;22;Female;21;Bank Transfer;North America;11/6/24
2549;Laptop;Electronics;34503;1;22;Female;1;Credit Card;North America;7/1/23
2550;Smartwatch;Electronics;58206;1;26;Female;14;Bank Transfer;South America;27/1/24
2551;Headphones;Accessories;28412;9;52;Male;8;Debit Card;Europe;14/2/24
2552;Smartwatch;Electronics;85991;6;50;Female;25;Bank Transfer;Africa;29/5/24
2553;Laptop;Electronics;9227;7;23;Female;26;PayPal;North America;3/11/24
2554;Headphones;Accessories;101061;2;50;Male;9;Debit Card;South America;27/4/23
2555;Tablet;Electronics;122346;4;32;Male;27;Debit Card;South America;31/12/23
2556;Tablet;Electronics;101465;5;59;Female;15;Credit Card;Europe;17/8/24
2557;Headphones;Accessories;110153;4;50;Male;7;PayPal;Africa;21/12/23
2558;Tablet;Electronics;24566;2;55;Male;5;Credit Card;Asia;9/1/24
2559;Laptop;Electronics;5562;8;50;Female;1;Bank Transfer;North America;2/6/23
2560;Smartphone;Electronics;36463;7;22;Female;24;Credit Card;South America;26/3/23
2561;Smartphone;Electronics;32418;9;51;Male;3;PayPal;Europe;17/10/24
2562;Tablet;Electronics;112306;6;38;Female;11;Bank Transfer;Europe;6/10/24
2563;Laptop;Electronics;101321;8;64;Female;22;Credit Card;South America;15/2/23
2564;Tablet;Electronics;126551;8;40;Female;0;Debit Card;Asia;5/5/23
2565;Tablet;Electronics;46527;2;54;Male;4;Debit Card;South America;4/6/23
2566;Smartphone;Electronics;86938;3;18;Male;21;Credit Card;North America;30/9/24
2567;Tablet;Electronics;100536;1;49;Male;23;PayPal;South America;31/12/24
2568;Smartphone;Electronics;92538;1;62;Male;25;PayPal;South America;23/10/24
2569;Tablet;Electronics;86838;5;36;Male;11;Debit Card;South America;15/10/23
2570;Smartphone;Electronics;54378;8;56;Female;24;Credit Card;North America;2/2/25
2571;Laptop;Electronics;5112;9;27;Female;26;Debit Card;Europe;5/3/23
2572;Headphones;Accessories;126867;8;22;Male;28;Debit Card;Asia;8/1/23
2573;Laptop;Electronics;56358;2;63;Female;13;Credit Card;Africa;2/10/23
2574;Laptop;Electronics;103831;2;28;Female;27;Credit Card;North America;26/1/25
2575;Smartphone;Electronics;147732;5;29;Male;12;Credit Card;South America;27/7/24
2576;Headphones;Accessories;140035;1;26;Male;17;Bank Transfer;Europe;5/4/23
2577;Smartwatch;Electronics;72889;10;57;Male;6;Debit Card;Europe;27/5/23
2578;Smartphone;Electronics;89298;5;43;Female;5;Credit Card;North America;17/7/24
2579;Laptop;Electronics;120468;7;34;Male;22;PayPal;North America;15/4/24
2580;Smartphone;Electronics;51738;3;61;Male;9;PayPal;South America;18/6/24
2581;Smartwatch;Electronics;124903;6;54;Male;6;Bank Transfer;Europe;17/9/23
2582;Tablet;Electronics;128959;3;63;Female;26;Credit Card;North America;6/7/24
2583;Tablet;Electronics;128476;8;26;Male;4;Bank Transfer;North America;28/3/24
2584;Tablet;Electronics;55717;9;40;Female;22;Bank Transfer;North America;24/1/23
2585;Laptop;Electronics;10875;5;52;Female;11;Debit Card;South America;4/6/23
2586;Smartphone;Electronics;59942;2;55;Male;26;PayPal;Africa;20/12/23
2587;Smartphone;Electronics;14307;2;26;Female;11;Bank Transfer;North America;3/5/24
2588;Laptop;Electronics;105284;8;50;Male;29;Debit Card;Europe;19/11/23
2589;Smartwatch;Electronics;117236;6;64;Male;28;PayPal;South America;7/4/24
2590;Smartwatch;Electronics;77039;1;24;Female;28;Credit Card;Asia;15/4/24
2591;Smartwatch;Electronics;17855;7;19;Female;18;Bank Transfer;North America;2/5/23
2592;Headphones;Accessories;36975;4;20;Female;23;Credit Card;North America;7/12/23
2593;Tablet;Electronics;61498;8;35;Male;1;Bank Transfer;Africa;2/4/23
2594;Tablet;Electronics;57586;5;41;Female;7;PayPal;Asia;2/1/24
2595;Smartphone;Electronics;72227;2;41;Male;4;Credit Card;Africa;8/6/23
2596;Tablet;Electronics;31722;5;22;Female;19;Debit Card;North America;16/1/24
2597;Laptop;Electronics;108706;2;34;Female;2;Credit Card;South America;11/9/24
2598;Headphones;Accessories;122113;2;34;Female;4;Credit Card;South America;11/5/23
2599;Smartphone;Electronics;9816;9;19;Male;15;Debit Card;Africa;29/7/24
2600;Headphones;Accessories;93743;10;50;Female;23;Debit Card;Europe;17/3/23
2601;Laptop;Electronics;118095;1;36;Female;2;Credit Card;North America;28/5/23
2602;Headphones;Accessories;60915;9;64;Female;16;Bank Transfer;Europe;28/12/24
2603;Smartphone;Electronics;114434;9;48;Female;9;Bank Transfer;North America;7/11/24
2604;Smartphone;Electronics;47477;5;48;Male;8;Bank Transfer;South America;2/10/24
2605;Laptop;Electronics;3081;7;61;Female;1;Credit Card;Africa;2/1/23
2606;Smartphone;Electronics;17366;10;54;Male;13;Debit Card;Africa;21/8/24
2607;Smartwatch;Electronics;52668;8;54;Female;7;Credit Card;Africa;28/11/23
2608;Smartphone;Electronics;14304;5;53;Male;26;Bank Transfer;Europe;16/12/23
2609;Smartphone;Electronics;136019;1;52;Male;22;Credit Card;Africa;25/1/25
2610;Laptop;Electronics;48401;4;47;Male;29;Credit Card;Africa;5/9/24
2611;Smartwatch;Electronics;59131;3;49;Male;2;Debit Card;Europe;19/10/23
2612;Tablet;Electronics;49835;2;49;Male;7;Debit Card;North America;25/10/24
2613;Smartphone;Electronics;77165;1;51;Female;24;Bank Transfer;Africa;5/7/24
2614;Smartwatch;Electronics;17532;3;41;Male;21;Credit Card;North America;27/7/23
2615;Smartphone;Electronics;38656;1;43;Female;0;Credit Card;North America;17/5/24
2616;Headphones;Accessories;41708;10;36;Male;11;PayPal;Europe;25/2/23
2617;Smartwatch;Electronics;129457;2;26;Male;21;Bank Transfer;Africa;12/6/23
2618;Headphones;Accessories;35911;10;50;Male;23;PayPal;Europe;11/12/23
2619;Smartwatch;Electronics;101967;8;45;Male;25;Bank Transfer;South America;23/9/24
2620;Headphones;Accessories;75087;6;54;Female;22;PayPal;Africa;24/8/23
2621;Smartwatch;Electronics;97662;9;33;Female;8;Credit Card;Europe;31/1/25
2622;Smartphone;Electronics;80702;4;25;Male;2;PayPal;South America;27/1/23
2623;Smartwatch;Electronics;66384;2;20;Male;14;Bank Transfer;Africa;25/2/23
2624;Smartphone;Electronics;76254;5;35;Male;5;Debit Card;North America;18/4/24
2625;Laptop;Electronics;76486;1;63;Female;18;Debit Card;Africa;16/5/24
2626;Laptop;Electronics;102347;4;36;Female;0;Debit Card;Europe;11/11/23
2627;Smartphone;Electronics;97838;10;37;Female;2;Bank Transfer;Africa;28/2/24
2628;Tablet;Electronics;123345;6;63;Male;17;Debit Card;South America;21/10/23
2629;Smartphone;Electronics;79599;6;61;Female;2;Bank Transfer;Asia;30/6/24
2630;Smartphone;Electronics;133603;9;51;Male;22;Credit Card;North America;16/1/24
2631;Smartphone;Electronics;62428;6;23;Female;3;Debit Card;Asia;24/4/23
2632;Tablet;Electronics;125504;8;27;Female;11;Credit Card;Europe;29/9/24
2633;Smartwatch;Electronics;64943;4;47;Female;23;PayPal;Africa;6/7/24
2634;Laptop;Electronics;41839;4;64;Female;2;Credit Card;Asia;22/1/25
2635;Smartphone;Electronics;45844;2;30;Female;7;Bank Transfer;Europe;28/4/24
2636;Tablet;Electronics;96508;10;26;Male;23;Debit Card;Africa;8/2/24
2637;Headphones;Accessories;12217;8;35;Male;8;Debit Card;Europe;28/9/24
2638;Laptop;Electronics;79606;7;42;Female;9;Credit Card;South America;10/12/24
2639;Tablet;Electronics;6172;9;49;Male;4;PayPal;South America;9/11/24
2640;Headphones;Accessories;114951;6;41;Male;11;Credit Card;Africa;8/1/24
2641;Laptop;Electronics;17849;3;28;Male;29;Credit Card;Africa;13/10/24
2642;Smartphone;Electronics;7536;7;53;Female;2;Credit Card;Europe;16/7/23
2643;Headphones;Accessories;60142;6;48;Female;16;Credit Card;Europe;15/12/24
2644;Smartphone;Electronics;117483;10;58;Male;12;PayPal;Europe;23/4/24
2645;Headphones;Accessories;80613;4;29;Female;14;Bank Transfer;South America;26/11/24
2646;Headphones;Accessories;48033;7;45;Female;3;Credit Card;North America;29/10/23
2647;Laptop;Electronics;3215;2;35;Male;3;Debit Card;Africa;1/1/24
2648;Tablet;Electronics;80153;8;42;Male;29;Bank Transfer;Europe;6/6/23
2649;Smartphone;Electronics;796;9;20;Male;2;Credit Card;North America;21/12/24
2650;Smartwatch;Electronics;145577;5;33;Male;2;PayPal;South America;4/9/24
2651;Smartwatch;Electronics;57907;7;49;Female;17;Bank Transfer;Europe;23/8/24
2652;Laptop;Electronics;64141;1;50;Female;25;Bank Transfer;North America;14/1/23
2653;Smartphone;Electronics;79979;8;65;Female;6;Credit Card;North America;3/11/24
2654;Smartphone;Electronics;10411;9;42;Female;29;Bank Transfer;Asia;3/12/24
2655;Tablet;Electronics;13985;9;40;Male;11;Debit Card;North America;16/6/24
2656;Laptop;Electronics;57758;10;48;Female;18;Debit Card;Asia;27/10/23
2657;Smartwatch;Electronics;58212;7;40;Female;27;Debit Card;Asia;22/2/23
2658;Headphones;Accessories;12061;1;51;Female;3;Debit Card;Africa;30/12/23
2659;Headphones;Accessories;133901;6;20;Female;3;PayPal;Europe;25/8/24
2660;Smartwatch;Electronics;37142;8;20;Female;29;Credit Card;Africa;7/6/23
2661;Smartphone;Electronics;83084;7;49;Female;27;Bank Transfer;North America;22/2/23
2662;Smartwatch;Electronics;74522;8;63;Female;14;Debit Card;South America;28/4/24
2663;Headphones;Accessories;8302;8;46;Female;6;PayPal;South America;18/4/23
2664;Laptop;Electronics;85688;5;34;Male;23;Debit Card;Europe;17/1/23
2665;Laptop;Electronics;22835;4;58;Female;26;PayPal;North America;20/4/24
2666;Smartphone;Electronics;3818;10;30;Male;1;PayPal;Africa;10/1/25
2667;Headphones;Accessories;108854;9;46;Female;8;Credit Card;Asia;26/5/24
2668;Headphones;Accessories;148675;7;46;Female;11;Bank Transfer;South America;31/3/23
2669;Headphones;Accessories;58474;9;37;Female;5;PayPal;North America;21/12/24
2670;Headphones;Accessories;143247;8;29;Female;24;PayPal;North America;17/11/24
2671;Headphones;Accessories;95794;3;54;Male;12;Debit Card;Europe;21/9/23
2672;Smartphone;Electronics;13885;9;62;Male;4;PayPal;North America;15/1/23
2673;Smartphone;Electronics;77047;10;26;Male;27;Credit Card;Africa;26/7/23
2674;Laptop;Electronics;70235;10;42;Female;24;Debit Card;North America;31/3/23
2675;Smartphone;Electronics;132457;5;31;Female;2;Debit Card;South America;10/11/24
2676;Smartwatch;Electronics;135835;6;63;Male;3;PayPal;Europe;26/6/24
2677;Smartwatch;Electronics;116446;7;27;Female;9;Debit Card;Asia;13/6/24
2678;Laptop;Electronics;52585;10;31;Female;18;Debit Card;Africa;23/6/24
2679;Headphones;Accessories;15847;3;59;Male;16;Debit Card;Europe;18/7/24
2680;Tablet;Electronics;84094;2;27;Male;26;Debit Card;South America;20/12/24
2681;Headphones;Accessories;121388;1;51;Female;3;Bank Transfer;Europe;3/12/23
2682;Smartwatch;Electronics;49892;8;24;Male;21;Bank Transfer;Asia;6/7/24
2683;Tablet;Electronics;13425;8;59;Male;13;PayPal;Europe;25/7/23
2684;Laptop;Electronics;69521;2;36;Female;26;Credit Card;Europe;1/9/24
2685;Tablet;Electronics;18578;10;27;Female;27;Debit Card;Asia;19/7/23
2686;Smartwatch;Electronics;81462;9;45;Female;28;Bank Transfer;Africa;15/4/24
2687;Smartwatch;Electronics;96173;5;30;Male;1;Bank Transfer;Asia;10/9/24
2688;Laptop;Electronics;35901;7;45;Female;22;PayPal;North America;7/7/24
2689;Smartwatch;Electronics;20733;10;34;Female;13;Credit Card;Asia;27/11/23
2690;Smartphone;Electronics;39112;8;55;Male;11;Credit Card;Asia;31/10/23
2691;Tablet;Electronics;94353;4;33;Female;7;Credit Card;North America;20/2/24
2692;Smartwatch;Electronics;113022;10;36;Female;15;PayPal;North America;1/11/24
2693;Smartphone;Electronics;81841;3;65;Female;23;Credit Card;Asia;4/3/23
2694;Headphones;Accessories;48007;9;43;Female;18;Bank Transfer;South America;7/4/24
2695;Laptop;Electronics;14904;8;45;Female;28;Debit Card;Asia;9/10/24
2696;Tablet;Electronics;26088;1;48;Female;9;PayPal;Asia;31/5/24
2697;Smartphone;Electronics;135639;3;25;Male;25;Bank Transfer;Africa;4/2/24
2698;Smartwatch;Electronics;26237;4;50;Male;21;Bank Transfer;North America;2/10/24
2699;Headphones;Accessories;69976;6;56;Male;11;Bank Transfer;Europe;13/3/24
2700;Smartphone;Electronics;89833;9;21;Male;2;Bank Transfer;Europe;4/6/23
2701;Headphones;Accessories;26491;8;50;Male;27;Bank Transfer;South America;10/6/24
2702;Laptop;Electronics;88016;2;55;Male;5;Bank Transfer;Asia;22/4/24
2703;Headphones;Accessories;39846;2;34;Female;2;Credit Card;Africa;17/9/24
2704;Smartwatch;Electronics;31635;3;47;Female;2;PayPal;North America;4/10/24
2705;Smartwatch;Electronics;15331;10;32;Female;18;Bank Transfer;Africa;7/5/23
2706;Headphones;Accessories;142877;4;57;Male;9;Debit Card;Europe;8/4/23
2707;Tablet;Electronics;112873;9;60;Male;11;PayPal;Europe;5/8/23
2708;Tablet;Electronics;66314;7;34;Male;11;PayPal;Europe;12/8/24
2709;Headphones;Accessories;149352;5;60;Male;22;Bank Transfer;Asia;4/11/24
2710;Headphones;Accessories;113149;10;23;Female;22;PayPal;Europe;18/1/23
2711;Tablet;Electronics;104311;2;24;Male;19;Debit Card;Europe;5/4/24
2712;Laptop;Electronics;21532;2;51;Male;8;Debit Card;North America;29/5/23
2713;Headphones;Accessories;22857;2;58;Male;3;Credit Card;North America;27/8/23
2714;Laptop;Electronics;117103;1;46;Female;26;Debit Card;Europe;16/2/23
2715;Laptop;Electronics;121626;3;40;Male;21;Credit Card;Africa;27/4/23
2716;Smartwatch;Electronics;97079;8;39;Female;19;PayPal;North America;26/10/23
2717;Tablet;Electronics;10677;8;42;Male;7;Debit Card;Africa;23/1/25
2718;Tablet;Electronics;22201;4;60;Male;15;PayPal;Africa;17/4/23
2719;Smartwatch;Electronics;23325;8;44;Male;2;PayPal;North America;22/10/24
2720;Headphones;Accessories;101034;8;51;Male;2;Debit Card;South America;6/9/24
2721;Smartwatch;Electronics;145479;1;34;Male;22;Bank Transfer;Asia;22/1/23
2722;Smartphone;Electronics;13390;2;34;Female;17;Bank Transfer;North America;29/1/23
2723;Smartwatch;Electronics;97026;2;50;Female;2;Debit Card;Europe;23/3/24
2724;Smartphone;Electronics;9087;8;22;Male;9;PayPal;Europe;15/5/23
2725;Smartwatch;Electronics;1500;8;57;Male;2;PayPal;Africa;30/11/24
2726;Tablet;Electronics;65904;8;52;Female;16;Bank Transfer;Europe;11/4/24
2727;Laptop;Electronics;112274;5;25;Female;11;Credit Card;Africa;11/1/24
2728;Laptop;Electronics;137956;6;26;Male;3;PayPal;North America;26/2/23
2729;Smartwatch;Electronics;45454;10;48;Male;1;PayPal;Europe;15/6/23
2730;Headphones;Accessories;109013;2;22;Female;14;Bank Transfer;Europe;24/7/23
2731;Smartphone;Electronics;142024;3;48;Female;18;Debit Card;Africa;4/3/24
2732;Laptop;Electronics;51758;4;36;Female;18;Bank Transfer;Europe;22/4/24
2733;Headphones;Accessories;2676;3;61;Female;7;PayPal;Asia;15/7/24
2734;Tablet;Electronics;95987;2;58;Female;16;Credit Card;Europe;14/2/23
2735;Headphones;Accessories;134457;6;49;Female;7;Debit Card;Africa;20/6/23
2736;Smartwatch;Electronics;49788;4;54;Female;19;Bank Transfer;Europe;25/8/23
2737;Smartphone;Electronics;35637;9;38;Female;2;PayPal;North America;5/4/24
2738;Headphones;Accessories;102558;2;23;Female;26;Debit Card;Europe;6/10/23
2739;Tablet;Electronics;140321;1;53;Male;2;Bank Transfer;South America;5/9/24
2740;Tablet;Electronics;62189;4;31;Female;25;PayPal;South America;2/2/24
2741;Smartwatch;Electronics;114985;10;52;Male;7;Debit Card;Africa;9/8/23
2742;Smartwatch;Electronics;149723;4;61;Male;25;Bank Transfer;Asia;18/4/24
2743;Smartphone;Electronics;72197;10;29;Male;27;PayPal;Africa;17/1/23
2744;Laptop;Electronics;96266;4;50;Female;2;PayPal;North America;5/7/23
2745;Smartwatch;Electronics;119036;10;22;Female;13;PayPal;South America;18/7/24
2746;Smartwatch;Electronics;146144;2;32;Male;9;Debit Card;South America;16/5/23
2747;Laptop;Electronics;102522;9;63;Male;16;PayPal;Asia;8/8/24
2748;Headphones;Accessories;96884;4;19;Male;15;Debit Card;North America;5/9/24
2749;Tablet;Electronics;73086;2;54;Female;5;Credit Card;Europe;18/9/24
2750;Headphones;Accessories;113413;6;64;Female;28;Credit Card;Europe;28/5/24
